bg,bg+1:00
7.0,7.5
7.0,7.5
7.8,7.4
7.8,7.4
7.5,7.1
7.6,7.0
7.7,6.9
7.7,6.8
7.6,6.8
7.6,6.7
7.6,6.6
7.5,6.4
7.5,6.4
7.5,6.4
7.4,6.5
7.4,6.6
7.1,6.7
7.0,6.8
6.9,6.9
6.8,7.0
6.8,7.0
6.7,7.2
6.6,7.2
6.4,7.3
6.4,7.3
6.4,7.3
6.5,7.3
6.6,7.3
6.7,7.2
6.8,7.2
6.9,7.2
7.0,7.1
7.0,7.2
7.2,7.0
7.2,6.9
7.3,6.8
7.3,7.0
7.3,6.5
7.3,6.3
7.3,7.2
7.2,7.1
7.2,7.9
7.2,8.2
7.1,8.3
7.2,8.2
7.0,8.2
6.9,8.5
6.8,8.4
7.0,8.4
6.5,8.3
6.3,8.4
7.2,8.3
7.1,8.5
7.9,8.4
8.2,8.2
8.3,8.0
8.2,8.0
8.2,7.9
8.5,7.8
8.4,7.9
8.4,7.8
8.3,7.7
8.4,7.5
8.3,7.4
8.5,7.5
8.4,7.4
8.2,7.4
8.0,7.4
8.0,7.3
7.9,7.3
7.8,7.2
7.9,7.2
7.8,7.1
7.7,7.0
7.5,7.0
7.4,7.0
7.5,7.2
7.4,7.5
7.4,8.2
7.4,8.6
7.3,8.7
7.3,8.7
7.2,8.7
7.2,8.6
7.1,8.5
7.0,8.6
7.0,8.8
7.0,8.8
7.2,8.9
7.5,8.7
8.2,8.7
8.6,8.5
8.7,8.3
8.7,8.0
8.7,7.9
8.6,7.7
8.5,7.4
8.6,7.3
8.8,7.1
8.8,7.0
8.9,6.8
8.7,6.5
8.7,6.4
8.5,6.3
8.3,6.2
8.0,5.9
7.9,5.8
7.7,5.5
7.4,5.3
7.3,5.1
7.1,4.9
7.0,4.7
6.8,4.6
6.5,4.3
6.4,4.0
6.3,3.8
6.2,3.8
5.9,4.1
5.8,4.2
5.5,4.4
5.3,4.2
5.1,4.1
4.9,4.2
4.7,4.3
4.6,4.7
4.3,5.2
4.0,5.4
3.8,5.7
3.8,6.0
4.1,6.1
4.2,6.6
4.4,6.9
4.2,7.2
4.1,7.8
4.2,8.3
4.3,8.8
4.7,9.4
5.2,9.8
5.4,10.5
5.7,11.4
6.0,11.8
6.1,12.0
6.6,12.5
6.9,13.0
7.2,13.5
7.8,13.8
8.3,14.0
8.8,14.0
9.4,14.0
9.8,14.0
10.5,14.4
11.4,14.8
11.8,15.0
12.0,15.5
12.5,15.7
13.0,15.4
13.5,14.9
13.8,14.3
14.0,14.0
14.0,13.9
14.0,14.0
14.0,14.0
14.4,13.8
14.8,13.4
15.0,13.1
15.5,13.0
15.7,13.1
15.4,13.2
14.9,13.3
14.3,13.3
14.0,13.5
13.9,13.4
14.0,13.5
14.0,13.3
13.8,13.3
13.4,13.3
13.1,13.0
13.0,12.5
13.1,11.4
13.2,10.8
13.3,10.7
13.3,10.7
13.5,10.6
13.4,10.4
13.5,10.1
13.3,10.0
13.3,10.0
13.3,10.3
13.0,10.5
12.5,11.5
11.4,12.0
10.8,13.0
10.7,14.0
10.7,13.9
10.6,13.3
10.4,12.5
10.1,11.8
10.0,11.4
10.0,11.4
10.3,11.9
10.5,12.0
11.5,11.5
12.0,10.8
13.0,9.8
14.0,9.2
13.9,8.8
13.3,9.0
12.5,9.2
11.8,9.3
11.4,9.4
11.4,9.0
11.9,8.4
12.0,8.0
11.5,7.6
10.8,7.4
9.8,7.0
9.2,7.2
8.8,7.5
9.0,8.0
9.2,8.3
9.3,8.7
9.4,8.7
9.0,8.7
8.4,8.9
8.0,9.0
7.6,9.1
7.4,9.4
7.0,9.8
7.2,9.9
7.5,10.0
8.0,10.3
8.3,10.7
8.7,11.2
8.7,11.4
8.7,11.7
8.9,11.6
9.0,11.5
9.1,11.4
9.4,11.4
9.8,11.2
9.9,11.0
10.0,10.9
10.3,10.9
10.7,10.9
11.2,10.8
11.4,10.6
11.7,10.4
11.6,10.3
11.5,10.0
11.4,9.7
11.4,9.4
11.2,9.0
11.0,8.7
10.9,8.3
10.9,8.4
10.9,8.3
10.8,8.3
10.6,8.3
10.4,8.2
10.3,8.1
10.0,8.0
9.7,8.0
9.4,8.0
9.0,8.0
8.7,8.0
8.3,8.0
8.4,7.9
8.3,7.8
8.3,7.4
8.3,7.0
8.2,6.9
8.1,6.7
8.0,6.6
8.0,6.5
8.0,6.3
8.0,6.1
8.0,6.0
8.0,6.2
7.9,6.3
7.8,6.4
7.4,6.5
7.0,6.5
6.9,6.3
6.7,6.4
6.6,6.5
6.5,6.7
6.3,6.8
6.1,6.9
6.0,7.1
6.2,7.1
6.3,7.2
6.4,7.2
6.5,7.3
6.5,7.5
6.3,7.7
6.4,7.7
6.5,7.7
6.7,7.7
6.8,7.7
6.9,7.7
7.1,7.5
7.1,7.4
7.2,7.4
7.2,7.3
7.3,7.3
7.5,7.2
7.7,7.2
7.7,7.3
7.7,7.3
7.7,7.4
7.7,7.3
7.7,7.2
7.5,7.0
7.4,7.4
7.4,7.8
7.3,7.9
7.3,8.2
7.2,8.9
7.2,9.0
7.3,9.4
7.3,9.1
7.4,8.8
7.3,8.4
7.2,8.2
7.0,7.9
7.4,7.8
7.8,7.6
7.9,7.4
8.2,7.0
8.9,6.6
9.0,6.2
9.4,6.0
9.1,5.9
8.8,5.9
8.4,6.0
8.2,5.9
7.9,5.8
7.8,5.7
7.6,5.6
7.4,5.5
7.0,5.5
6.6,5.5
6.2,5.5
6.0,5.5
5.9,5.9
5.9,6.2
6.0,6.4
5.9,6.5
5.8,6.8
5.7,7.1
5.6,7.5
5.5,7.4
5.5,7.3
5.5,7.3
5.5,7.1
5.5,7.0
5.9,7.0
6.2,6.9
6.4,6.9
6.5,6.9
6.8,7.0
7.1,7.3
7.5,7.4
7.4,8.2
7.3,8.7
7.3,8.9
7.1,9.2
7.0,9.4
7.0,9.7
6.9,9.9
6.9,10.2
6.9,10.6
7.0,10.8
7.3,11.1
7.4,11.4
8.2,11.4
8.7,11.5
8.9,11.8
9.2,12.6
9.4,12.8
9.7,13.4
9.9,14.2
10.2,14.7
10.6,15.0
10.8,15.3
11.1,15.3
11.4,15.4
11.4,15.9
11.5,16.2
11.8,16.1
12.6,15.8
12.8,15.0
13.4,13.3
14.2,11.2
14.7,9.9
15.0,9.3
15.3,8.8
15.3,8.3
15.4,7.9
15.9,7.5
16.2,7.3
16.1,6.8
15.8,6.5
15.0,7.0
13.3,7.7
11.2,8.3
9.9,8.6
9.3,8.8
8.8,8.9
8.3,9.1
7.9,9.3
7.5,9.5
7.3,10.0
6.8,10.8
6.5,11.2
7.0,10.9
7.7,10.5
8.3,10.5
8.6,10.7
8.8,10.7
8.9,10.0
9.1,8.9
9.3,7.9
9.5,7.3
10.0,7.2
10.8,8.2
11.2,8.6
10.9,8.9
10.5,9.4
10.5,10.0
10.7,9.8
10.7,9.4
10.0,9.8
8.9,10.0
7.9,10.4
7.3,10.5
7.2,10.2
8.2,10.2
8.6,10.2
8.9,9.8
9.4,9.3
10.0,9.0
9.8,8.9
9.4,8.8
9.8,8.6
10.0,8.3
10.4,8.0
10.5,7.8
10.2,7.8
10.2,7.5
10.2,7.5
9.8,7.4
9.3,7.4
9.0,7.4
8.9,7.3
8.8,7.2
8.6,7.2
8.3,7.0
8.0,7.1
7.8,7.2
7.8,7.2
7.5,7.2
7.5,7.3
7.4,7.6
7.4,7.9
7.4,7.9
7.3,7.9
7.2,7.7
7.2,7.5
7.0,7.5
7.1,7.4
7.2,7.0
7.2,6.5
7.2,6.0
7.3,5.4
7.6,5.1
7.9,5.1
7.9,5.2
7.9,5.1
7.7,5.0
7.5,5.3
7.5,5.7
7.4,6.2
7.0,6.4
6.5,6.6
6.0,6.8
5.4,6.9
5.1,6.6
5.1,6.5
5.2,6.7
5.1,7.4
5.0,8.2
5.3,8.4
5.7,8.0
6.2,7.6
6.4,7.7
6.6,8.0
6.8,8.5
6.9,9.2
6.6,9.3
6.5,9.1
6.7,9.0
7.4,9.0
8.2,9.1
8.4,9.3
8.0,9.8
7.6,10.1
7.7,10.5
8.0,10.9
8.5,11.4
9.2,11.5
9.3,11.5
9.1,11.3
9.0,11.0
9.0,10.8
9.1,10.5
9.3,10.4
9.8,10.4
10.1,10.4
10.5,10.2
10.9,9.8
11.4,9.5
11.5,9.7
11.5,9.5
11.3,9.3
11.0,9.2
10.8,9.1
10.5,9.1
10.4,8.9
10.4,8.8
10.4,8.8
10.2,8.4
9.8,8.2
9.5,7.9
9.7,7.9
9.5,8.0
9.3,8.0
9.2,7.9
9.1,7.7
9.1,7.5
8.9,7.5
8.8,7.3
8.8,7.3
8.4,7.6
8.2,7.9
7.9,8.2
7.9,8.2
8.0,8.3
8.0,8.5
7.9,8.7
7.7,8.7
7.5,8.7
7.5,8.5
7.3,8.3
7.3,8.1
7.6,7.8
7.9,7.6
8.2,7.5
8.2,7.4
8.3,7.4
8.5,7.3
8.7,7.1
8.7,7.0
8.7,6.9
8.5,6.7
8.3,6.4
8.1,6.2
7.8,5.9
7.6,5.7
7.5,5.5
7.4,5.4
7.4,5.3
7.3,5.3
7.1,5.3
7.0,5.3
6.9,5.2
6.7,5.2
6.4,5.2
6.2,5.1
5.9,5.0
5.7,4.9
5.5,4.9
5.4,4.9
5.3,4.9
5.3,5.0
5.3,5.1
5.3,5.1
5.2,5.2
5.2,5.3
5.2,5.4
5.1,5.6
5.0,5.7
4.9,5.9
4.9,6.0
4.9,6.2
4.9,6.4
5.0,6.7
5.1,7.0
5.1,7.3
5.2,7.6
5.3,7.9
5.4,8.1
5.6,8.2
5.7,8.2
5.9,8.2
6.0,8.2
6.2,8.2
6.4,8.2
6.7,8.2
7.0,8.0
7.3,8.0
7.6,8.2
7.9,8.1
8.1,8.4
8.2,8.4
8.2,8.4
8.2,8.6
8.2,8.8
8.2,8.8
8.2,8.8
8.2,8.7
8.0,8.7
8.0,8.5
8.2,8.5
8.1,8.3
8.4,8.2
8.4,8.0
8.4,7.8
8.6,7.7
8.8,7.5
8.8,7.4
8.8,7.2
8.7,7.0
8.7,6.9
8.5,6.8
8.5,6.7
8.3,6.7
8.2,6.9
8.0,7.0
7.8,7.3
7.7,7.4
7.5,7.2
7.4,6.8
7.2,6.5
7.0,6.4
6.9,6.4
6.8,6.7
6.7,6.7
6.7,6.7
6.9,6.8
7.0,6.8
7.3,6.7
7.4,6.5
7.2,6.4
6.8,6.4
6.5,6.5
6.4,6.5
6.4,6.6
6.7,6.7
6.7,6.7
6.7,6.5
6.8,6.4
6.8,6.4
6.7,6.5
6.5,6.8
6.4,7.4
6.4,7.6
6.5,7.5
6.5,7.3
6.6,7.2
6.7,6.9
6.7,6.6
6.5,6.4
6.4,6.4
6.4,6.1
6.5,5.9
6.8,5.8
7.4,5.8
7.6,5.7
7.5,5.6
7.3,5.8
7.2,6.2
6.9,7.3
6.6,8.0
6.4,8.7
6.4,9.1
6.1,9.5
5.9,9.5
5.8,9.5
5.8,9.9
5.7,10.2
5.6,10.4
5.8,10.9
6.2,11.5
7.3,11.5
8.0,11.6
8.7,11.4
9.1,11.2
9.5,11.0
9.5,11.1
9.5,11.1
9.9,10.9
10.2,10.7
10.4,10.7
10.9,10.4
11.5,10.2
11.5,9.9
11.6,9.6
11.4,9.3
11.2,9.0
11.0,8.7
11.1,8.5
11.1,8.4
10.9,8.1
10.7,7.9
10.7,7.7
10.4,7.6
10.2,7.5
9.9,7.2
9.6,6.8
9.3,6.7
9.0,6.5
8.7,6.3
8.5,6.1
8.4,5.9
8.1,5.6
7.9,5.3
7.7,4.9
7.6,4.6
7.5,4.3
7.2,4.2
6.8,4.1
6.7,4.1
6.5,4.6
6.3,6.3
6.1,7.8
5.9,8.9
5.6,9.7
5.3,9.9
4.9,10.2
4.6,9.7
4.3,9.6
4.2,9.5
4.1,9.6
4.1,9.6
4.6,9.9
6.3,10.0
7.8,10.0
8.9,10.0
9.7,10.1
9.9,10.3
10.2,10.5
9.7,10.6
9.6,10.4
9.5,10.3
9.6,10.4
9.6,10.2
9.9,9.8
10.0,9.4
10.0,9.2
10.0,9.0
10.1,8.9
10.3,9.0
10.5,9.0
10.6,8.9
10.4,8.7
10.3,8.6
10.4,8.4
10.2,8.7
9.8,9.0
9.4,9.5
9.2,9.8
9.0,10.2
8.9,10.7
9.0,10.8
9.0,10.8
8.9,10.6
8.7,10.5
8.6,10.7
8.4,10.8
8.7,11.0
9.0,11.3
9.5,12.0
9.8,12.7
10.2,12.9
10.7,12.8
10.8,12.6
10.8,12.3
10.6,11.8
10.5,11.5
10.7,11.2
10.8,11.1
11.0,10.9
11.3,10.8
12.0,10.9
12.7,11.0
12.9,11.1
12.8,11.1
12.6,11.4
12.3,11.7
11.8,12.3
11.5,12.3
11.2,12.1
11.1,11.8
10.9,11.4
10.8,11.3
10.9,11.2
11.0,10.8
11.1,10.3
11.1,9.9
11.4,9.7
11.7,9.8
12.3,10.4
12.3,10.4
12.1,10.5
11.8,10.5
11.4,10.8
11.3,11.0
11.2,11.2
10.8,11.8
10.3,11.7
9.9,11.5
9.7,11.5
9.8,11.5
10.4,11.5
10.4,11.1
10.5,10.5
10.5,10.2
10.8,9.9
11.0,9.8
11.2,9.7
11.8,9.5
11.7,9.2
11.5,8.8
11.5,8.5
11.5,8.2
11.5,8.0
11.1,7.8
10.5,7.6
10.2,7.4
9.9,7.3
9.8,7.1
9.7,6.9
9.5,6.7
9.2,6.5
8.8,6.3
8.5,6.2
8.2,6.0
8.0,5.9
7.8,5.7
7.6,5.5
7.4,5.4
7.3,5.2
7.1,4.9
6.9,4.7
6.7,4.3
6.5,4.1
6.3,4.2
6.2,4.3
6.0,4.3
5.9,4.1
5.7,4.2
5.5,4.3
5.4,4.7
5.2,4.7
4.9,4.4
4.7,4.3
4.3,4.3
4.1,4.3
4.2,4.3
4.3,4.3
4.3,4.7
4.1,5.1
4.2,5.3
4.3,5.3
4.7,5.3
4.7,5.2
4.4,5.2
4.3,5.6
4.3,5.9
4.3,6.3
4.3,6.7
4.3,7.1
4.7,7.4
5.1,7.6
5.3,7.6
5.3,7.8
5.3,8.4
5.2,8.7
5.2,8.5
5.6,8.3
5.9,8.0
6.3,7.7
6.7,7.5
7.1,7.4
7.4,7.3
7.6,7.2
7.6,7.0
7.8,6.9
8.4,6.8
8.7,6.7
8.5,6.6
8.3,6.7
8.0,6.9
7.7,7.0
7.5,7.2
7.4,7.2
7.3,7.1
7.2,6.9
7.0,6.8
6.9,7.0
6.8,7.1
6.7,7.2
6.6,7.2
6.7,7.3
6.9,7.2
7.0,7.1
7.2,6.9
7.2,6.3
7.1,5.9
6.9,6.3
6.8,6.9
7.0,7.1
7.1,7.0
7.2,7.0
7.2,7.1
7.3,7.3
7.2,7.3
7.1,7.3
6.9,7.1
6.3,7.0
5.9,7.2
6.3,7.3
6.9,7.3
7.1,7.4
7.0,7.1
7.0,6.7
7.1,6.4
7.3,6.2
7.3,6.0
7.3,5.8
7.1,5.7
7.0,5.5
7.2,5.4
7.3,5.3
7.3,5.2
7.4,5.4
7.1,5.5
6.7,5.5
6.4,5.4
6.2,5.3
6.0,5.2
5.8,5.1
5.7,4.9
5.5,4.9
5.4,4.9
5.3,4.9
5.2,5.4
5.4,5.7
5.5,5.9
5.5,6.2
5.4,6.3
5.3,6.3
5.2,6.5
5.1,6.7
4.9,6.9
4.9,7.0
4.9,7.3
4.9,7.6
5.4,7.8
5.7,7.8
5.9,7.9
6.2,7.7
6.3,7.9
6.3,8.0
6.5,8.2
6.7,8.4
6.9,9.0
7.0,9.0
7.3,9.1
7.6,9.0
7.8,8.8
7.8,8.8
7.9,8.8
7.7,8.7
7.9,8.7
8.0,8.5
8.2,8.3
8.4,8.1
9.0,7.8
9.0,7.6
9.1,7.4
9.0,7.3
8.8,7.3
8.8,7.3
8.8,7.2
8.7,7.3
8.7,7.4
8.5,7.5
8.3,7.5
8.1,7.6
7.8,7.3
7.6,6.9
7.4,6.3
7.3,5.5
7.3,5.1
7.3,4.8
7.2,4.8
7.3,4.4
7.4,4.7
7.5,4.9
7.5,4.9
7.6,4.5
7.3,4.2
6.9,4.4
6.3,4.6
5.5,4.6
5.1,4.8
4.8,4.9
4.8,5.4
4.4,5.3
4.7,4.6
4.9,3.9
4.9,3.8
4.5,4.1
4.2,4.5
4.4,5.1
4.6,5.7
4.6,6.7
4.8,7.4
4.9,7.2
5.4,6.4
5.3,6.1
4.6,6.4
3.9,7.2
3.8,7.7
4.1,8.3
4.5,8.5
5.1,8.5
5.7,8.5
6.7,8.8
7.4,9.4
7.2,10.2
6.4,10.8
6.1,11.0
6.4,11.4
7.2,11.7
7.7,11.8
8.3,11.9
8.5,11.8
8.5,11.5
8.5,10.7
8.8,9.2
9.4,7.0
10.2,5.8
10.8,5.5
11.0,4.9
11.4,4.8
11.7,5.7
11.8,5.9
11.9,6.2
11.8,6.5
11.5,7.1
10.7,6.8
9.2,6.7
7.0,7.0
5.8,7.5
5.5,8.0
4.9,8.4
4.8,7.9
5.7,7.3
5.9,6.9
6.2,6.8
6.5,7.2
7.1,7.7
6.8,8.1
6.7,8.2
7.0,8.0
7.5,7.6
8.0,7.4
8.4,7.5
7.9,7.8
7.3,8.0
6.9,8.0
6.8,7.7
7.2,7.5
7.7,7.2
8.1,7.0
8.2,6.8
8.0,6.5
7.6,6.4
7.4,6.1
7.5,6.0
7.8,5.9
8.0,6.0
8.0,5.6
7.7,5.7
7.5,5.8
7.2,5.8
7.0,6.4
6.8,6.5
6.5,7.2
6.4,7.1
6.1,8.0
6.0,8.0
5.9,8.2
6.0,9.1
5.6,9.8
5.7,10.1
5.8,10.5
5.8,10.9
6.4,11.3
6.5,12.1
7.2,12.4
7.1,12.4
8.0,12.3
8.0,12.4
8.2,12.4
9.1,12.4
9.8,12.4
10.1,12.3
10.5,12.4
10.9,11.9
11.3,11.3
12.1,10.6
12.4,10.0
12.4,9.6
12.3,9.2
12.4,8.8
12.4,8.5
12.4,8.2
12.4,7.9
12.3,7.7
12.4,7.5
11.9,7.5
11.3,7.6
10.6,7.4
10.0,7.2
9.6,6.9
9.2,6.8
8.8,6.7
8.5,6.7
8.2,6.7
7.9,6.7
7.7,6.7
7.5,6.7
7.5,7.1
7.6,7.6
7.4,7.9
7.2,8.1
6.9,8.2
6.8,8.2
6.7,8.0
6.7,7.6
6.7,7.3
6.7,7.0
6.7,6.8
6.7,6.5
7.1,6.4
7.6,6.3
7.9,6.3
8.1,6.3
8.2,6.3
8.2,6.4
8.0,6.6
7.6,6.4
7.3,6.0
7.0,5.7
6.8,5.5
6.5,5.4
6.4,5.3
6.3,5.2
6.3,5.1
6.3,5.0
6.3,5.2
6.4,5.3
6.6,5.4
6.4,5.5
6.0,5.5
5.7,5.7
5.5,5.8
5.4,5.8
5.3,5.5
5.2,5.3
5.1,5.3
5.0,5.3
5.2,5.2
5.3,5.2
5.4,5.0
5.5,4.9
5.5,5.1
5.7,5.3
5.8,5.4
5.8,5.4
5.5,5.7
5.3,5.7
5.3,5.6
5.3,5.4
5.2,5.3
5.2,5.3
5.0,5.4
4.9,5.4
5.1,5.7
5.3,5.8
5.4,6.2
5.4,6.3
5.7,6.4
5.7,6.4
5.6,6.5
5.4,6.5
5.3,6.6
5.3,6.7
5.4,6.7
5.4,6.5
5.7,6.4
5.8,6.3
6.2,6.3
6.3,6.5
6.4,6.9
6.4,7.4
6.5,7.9
6.5,8.3
6.6,8.7
6.7,9.3
6.7,9.7
6.5,9.6
6.4,9.5
6.3,9.8
6.3,9.9
6.5,10.6
6.9,10.7
7.4,11.1
7.9,11.7
8.3,12.2
8.7,12.5
9.3,12.9
9.7,12.9
9.6,12.9
9.5,12.8
9.8,12.6
9.9,12.4
10.6,11.9
10.7,11.1
11.1,10.5
11.7,10.4
12.2,10.4
12.5,9.6
12.9,9.4
12.9,9.4
12.9,9.7
12.8,9.4
12.6,9.0
12.4,8.8
11.9,8.6
11.1,8.4
10.5,8.2
10.4,8.0
10.4,7.8
9.6,7.6
9.4,7.5
9.4,6.9
9.7,6.6
9.4,6.3
9.0,6.2
8.8,5.7
8.6,5.3
8.4,5.0
8.2,4.8
8.0,4.6
7.8,4.3
7.6,4.2
7.5,4.1
6.9,4.2
6.6,4.7
6.3,5.4
6.2,6.5
5.7,7.5
5.3,8.4
5.0,9.6
4.8,10.5
4.6,11.2
4.3,11.6
4.2,11.8
4.1,12.0
4.2,12.4
4.7,12.9
5.4,13.4
6.5,13.8
7.5,14.0
8.4,14.2
9.6,14.1
10.5,13.8
11.2,13.5
11.6,13.3
11.8,12.8
12.0,12.5
12.4,12.5
12.9,12.6
13.4,12.5
13.8,12.2
14.0,11.7
14.2,11.5
14.1,11.1
13.8,10.9
13.5,10.9
13.3,10.9
12.8,10.8
12.5,10.6
12.5,10.4
12.6,10.2
12.5,10.0
12.2,10.1
11.7,10.2
11.5,10.4
11.1,10.4
10.9,9.9
10.9,9.3
10.9,8.7
10.8,8.0
10.6,7.3
10.4,7.2
10.2,7.2
10.0,7.2
10.1,6.9
10.2,6.8
10.4,6.8
10.4,6.8
9.9,6.8
9.3,6.8
8.7,7.1
8.0,7.3
7.3,7.5
7.2,7.8
7.2,7.9
7.2,7.9
6.9,7.9
6.8,8.0
6.8,8.4
6.8,9.0
6.8,9.5
6.8,9.7
7.1,9.9
7.3,10.1
7.5,10.4
7.8,10.5
7.9,10.4
7.9,10.4
7.9,10.1
8.0,9.9
8.4,9.3
9.0,8.9
9.5,8.9
9.7,9.2
9.9,9.3
10.1,9.7
10.4,9.2
10.5,9.0
10.4,8.9
10.4,9.0
10.1,9.1
9.9,9.3
9.3,9.0
8.9,9.0
8.9,9.2
9.2,9.0
9.3,9.0
9.7,8.6
9.2,8.8
9.0,9.1
8.9,9.5
9.0,9.8
9.1,9.7
9.3,9.6
9.0,9.4
9.0,9.3
9.2,9.3
9.0,9.3
9.0,9.0
8.6,8.7
8.8,8.6
9.1,8.2
9.5,7.9
9.8,7.8
9.7,7.9
9.6,8.2
9.4,8.1
9.3,7.9
9.3,7.4
9.3,6.9
9.0,6.5
8.7,6.2
8.6,6.0
8.2,5.9
7.9,5.7
7.8,5.5
7.9,5.3
8.2,5.2
8.1,5.1
7.9,4.8
7.4,4.6
6.9,4.5
6.5,4.4
6.2,4.4
6.0,4.3
5.9,4.1
5.7,3.9
5.5,3.9
5.3,3.8
5.2,3.9
5.1,4.1
4.8,4.2
4.6,4.1
4.5,4.0
4.4,4.1
4.4,4.2
4.3,4.3
4.1,4.3
3.9,4.4
3.9,4.8
3.8,4.7
3.9,4.6
4.1,4.5
4.2,4.5
4.1,4.6
4.0,4.6
4.1,4.7
4.2,4.8
4.3,4.9
4.3,5.1
4.4,5.2
4.8,5.2
4.7,5.3
4.6,5.3
4.5,5.3
4.5,5.5
4.6,5.9
4.6,6.2
4.7,6.5
4.8,6.9
4.9,7.3
5.1,7.7
5.2,8.0
5.2,8.8
5.3,9.2
5.3,9.2
5.3,8.8
5.5,8.8
5.9,8.5
6.2,8.3
6.5,8.1
6.9,8.0
7.3,7.9
7.7,7.8
8.0,7.7
8.8,7.5
9.2,7.8
9.2,8.2
8.8,8.9
8.8,9.5
8.5,10.0
8.3,10.4
8.1,11.0
8.0,11.0
7.9,11.2
7.8,11.4
7.7,11.7
7.5,12.3
7.8,12.7
8.2,13.0
8.9,13.2
9.5,12.7
10.0,12.2
10.4,11.5
11.0,10.9
11.0,10.5
11.2,10.2
11.4,9.5
11.7,9.2
12.3,9.5
12.7,9.7
13.0,10.0
13.2,10.5
12.7,10.9
12.2,11.4
11.5,11.7
10.9,11.7
10.5,11.7
10.2,11.7
9.5,11.7
9.2,11.7
9.5,11.2
9.7,10.8
10.0,10.5
10.5,9.6
10.9,8.5
11.4,7.9
11.7,7.3
11.7,7.5
11.7,7.8
11.7,8.3
11.7,8.9
11.7,9.3
11.2,9.7
10.8,9.7
10.5,10.0
9.6,10.3
8.5,10.5
7.9,10.9
7.3,10.7
7.5,10.4
7.8,10.2
8.3,10.2
8.9,10.2
9.3,10.1
9.7,10.3
9.7,10.7
10.0,10.6
10.3,11.0
10.5,11.4
10.9,12.0
10.7,12.7
10.4,13.2
10.2,13.2
10.2,12.9
10.2,12.7
10.1,12.7
10.3,12.5
10.7,12.4
10.6,12.2
11.0,12.0
11.4,11.4
12.0,10.6
12.7,9.7
13.2,8.8
13.2,8.2
12.9,8.2
12.7,8.4
12.7,8.7
12.5,9.4
12.4,10.0
12.2,10.4
12.0,10.8
11.4,11.3
10.6,11.3
9.7,10.2
8.8,9.4
8.2,8.8
8.2,8.4
8.4,8.3
8.7,8.2
9.4,8.1
10.0,8.0
10.4,7.7
10.8,7.2
11.3,6.9
11.3,7.2
10.2,7.7
9.4,8.0
8.8,8.0
8.4,7.8
8.3,7.2
8.2,6.4
8.1,6.1
8.0,5.9
7.7,5.9
7.2,6.0
6.9,5.9
7.2,5.8
7.7,5.6
8.0,5.4
8.0,5.2
7.8,4.6
7.2,4.5
6.4,4.7
6.1,5.0
5.9,5.2
5.9,5.2
6.0,5.5
5.9,5.4
5.8,5.4
5.6,5.3
5.4,5.3
5.2,5.3
4.6,5.3
4.5,5.2
4.7,5.2
5.0,5.4
5.2,5.5
5.2,5.5
5.5,5.5
5.4,5.3
5.4,5.2
5.3,5.0
5.3,4.9
5.3,4.8
5.3,4.7
5.2,4.6
5.2,4.6
5.4,4.7
5.5,4.7
5.5,4.7
5.5,4.8
5.3,4.8
5.2,5.1
5.0,5.9
4.9,6.6
4.8,7.0
4.7,7.4
4.6,7.9
4.6,8.4
4.7,9.0
4.7,9.7
4.7,10.2
4.8,10.8
4.8,11.2
5.1,11.4
5.9,11.7
6.6,12.1
7.0,12.3
7.4,12.8
7.9,13.0
8.4,13.3
9.0,13.4
9.7,13.6
10.2,14.1
10.8,14.6
11.2,14.7
11.4,14.5
11.7,13.3
12.1,11.9
12.3,11.0
12.8,10.4
13.0,10.4
13.3,10.2
13.4,10.3
13.6,10.7
14.1,11.0
14.6,10.9
14.7,11.0
14.5,10.8
13.3,10.8
11.9,10.7
11.0,10.6
10.4,10.8
10.4,10.8
10.2,10.4
10.3,10.0
10.7,9.8
11.0,9.5
10.9,9.4
11.0,9.3
10.8,9.1
10.8,8.9
10.7,8.8
10.6,8.7
10.8,8.3
10.8,8.0
10.4,7.7
10.0,7.3
9.8,7.0
9.5,6.7
9.4,6.4
9.3,6.4
9.1,6.4
8.9,6.3
8.8,5.8
8.7,5.4
8.3,5.3
8.0,5.8
7.7,6.4
7.3,6.6
7.0,6.8
6.7,6.7
6.4,6.3
6.4,6.2
6.4,6.0
6.3,5.9
5.8,5.8
5.4,5.7
5.3,5.7
5.8,5.5
6.4,5.3
6.6,5.4
6.8,5.4
6.7,5.4
6.3,5.4
6.2,5.3
6.0,5.3
5.9,5.3
5.8,5.4
5.7,5.5
5.7,5.5
5.5,5.5
5.3,5.5
5.4,5.7
5.4,5.8
5.4,5.9
5.4,6.0
5.3,6.1
5.3,6.3
5.3,6.4
5.4,6.5
5.5,6.6
5.5,6.7
5.5,6.6
5.5,6.6
5.7,6.5
5.8,6.5
5.9,6.4
6.0,6.4
6.1,6.4
6.3,6.4
6.4,6.5
6.5,6.5
6.6,6.4
6.7,6.5
6.6,6.6
6.6,6.6
6.5,6.7
6.5,6.8
6.4,6.9
6.4,6.9
6.4,6.9
6.4,6.9
6.5,7.1
6.5,7.2
6.4,7.5
6.5,7.8
6.6,8.0
6.6,8.3
6.7,8.4
6.8,8.5
6.9,8.3
6.9,8.4
6.9,8.6
6.9,8.7
7.1,8.9
7.2,9.0
7.5,9.0
7.8,8.9
8.0,8.6
8.3,8.3
8.4,8.3
8.5,8.3
8.3,7.8
8.4,7.9
8.6,7.9
8.7,7.8
